Column1,Date,ISO,Key phrases,Language,Name,Reviews,Sum of Score sentiment,Sentiment
191,2017-05-14 00:00:00,de,"ausgestattete Ferienwohnung, toller Terrasse, ruhiger Lage, Torbole, netten Orte Arco, Ideal, Ausflüge, unternehmen, Riva del Garda, Auschecken, Einschränkungen, Nähe",German,Franzi,"Eine sehr schöne und gut ausgestattete Ferienwohnung mit toller Terrasse in ruhiger Lage. Ideal um auszuspannen und Ausflüge zu unternehmen. Nach Riva del Garda gelangt man in 20 min zu Fuß, die netten Orte Arco und Torbole sind ebenfalls ganz in der Nähe. Das Ein- und Auschecken liefen absolut unkompliziert und sehr freundlich ab. Wir empfehlen die Wohnung ohne Einschränkungen sehr gerne weiter.",65.9%,Neutral
192,2017-05-07 00:00:00,en,"great view, mountains, direction, accommodation, cozy, terrace, Lago, Garda, stay, communication",English,Hermann,"Our stay was absolutely fantastic. The communication was easy. The accommodation was modern, clean, roomy and cozy. The terrace was huge with a great view to the mountains in direction to Lago di Garda. Perfect for a couple.",100.0%,Positive
193,2017-05-01 00:00:00,en,"Great place, nice hosts",English,Rene,Great place and very nice hosts!,96.1%,Positive
194,2017-04-28 00:00:00,ru,"парковка, удобная кровать, быстрый вайфай, Великолепные апарты, гостеприимный хозяин, посудомоечной машины, автомобиль, велрсипед",Russian,Yaroslav,"Великолепные апарты и очень гостеприимный хозяин. Очень удобная кровать, есть парковка, быстрый вайфай. Из минусов - нет посудомоечной машины и далековато ото всюду,нужен автомобиль или велрсипед",54.5%,Negative
195,2017-04-21 00:00:00,de,"saubere Wohnung, Ecke, klassisch italienischem Haus, echter italienischer Familie, helle, moderne, Minuten, nächste Supermarkt, Restaurant, unmittelbarer Nähe, Stock, Monte Brione, super Aufenthalt, nächsten Mal, Roberto, Eltern, Balkon, Auto, Kiosk, See",German,Christopher,"Eine großartige, helle, moderne und sehr saubere Wohnung in einem klassisch italienischem Haus mit echter italienischer Familie. Roberto und seine Eltern waren sehr nett und hilfsbereit. Die Wohnung befindet sich im ersten Stock und hat einen fantastischen und großen Balkon. Die Wohnung hat alles was man braucht. Ein kleiner Kiosk ist direkt um die Ecke, der nächste Supermarkt auch nur wenige Minuten mit dem Auto entfernt. Der See ist in ca. 15-20min zu Fuß zu erreichen. Auch auch gutes Restaurant liegt in unmittelbarer Nähe zu Fuß. Der Monte Brione liegt ebenfalls direkt um die Ecke und kann problemlos zu Fuß erreicht werden. Alles in allen ein super Aufenthalt. Beim nächsten Mal gern wieder!",58.7%,Negative
196,2017-04-17 00:00:00,de,"herrlichen Aussicht, Dachterrasse, Roberto, Eltern, perfekte Gastgeber, bequeme Betten, tolles Bad, praktische Utensilien, Küche, Berge, Kürze, See, Wohnung, Traum, Kuchen",German,Evi,"Die Wohnung ist ein Traum. Sehr hell und freundlich, bequeme Betten, tolles Bad. In der Küche sind einige praktische Utensilien vorhanden und wir wurden mit Kuchen begrüßt! Am schönsten ist die Dachterrasse mit der herrlichen Aussicht auf die Berge. Das Haus ist sehr ruhig gelegen und dennoch erreicht man in Kürze den See. Roberto und seine Eltern sind perfekte Gastgeber und wir kommen bestimmt wieder!",64.9%,Neutral
197,2017-04-12 00:00:00,de,"Wohnung perfekt, nutzen, Garten, Kochen, Roberto empfangen, Tabakladen, relativ Verkehrsberuhigter Platz, kamen, unkomplizierte Kommunikation, Nachbarschaft, Haus, schnelle, Urlaubserlebnis, vorbereitete Ferienwohnung, Regen, Gardasee, gepflegte Unterkunft, Spielzeug, Spielmöglichkeiten, morgendlicher Brötchenkauf, Minuten, schöne Sicht, südländischen Pflanzen, Essen, Verweilen, Umfeld, Familien, schöner Spielplatz, Kleinkinder, herrliche Dusche, großzügige Terrasse, Brause, Berghänge, Lebensmittel, Ausstattung, Ofen, Küche",German,Linda,"Unser Urlaub am Gardasee konnte als Familie nicht besser sein: Wir fanden eine saubere und gepflegte Unterkunft vor, wurden sehr freundlich von Roberto empfangen und kamen in eine gut vorbereitete Ferienwohnung. Die Ausstattung ist sehr schön: Besonders habe ich die herrliche Dusche genossen: Sie hat eine Regen-Brause. Weiterhin mochte ich es am Ofen zu kochen. In der Küche findet man auch alles für das Kochen. Sie ist echt sehr gut ausgestattet. Die großzügige Terrasse ist ebenfalls atemberaubend. Wir konnten sie zum Essen, Verweilen und Ausspannen nutzen. Man hat eine schöne Sicht über die Nachbarschaft und kann die Berghänge anschauen. Da wir für unsere zwei Kleinkinder den Garten mit nutzen konnten, war die Wohnung perfekt: Der Garten ist herrlich gepflegt und hat viele südländischen Pflanzen beherbergt. Man findet Spielzeug und Spielmöglichkeiten für die Kinder. Am Ende rundete die schnelle und unkomplizierte Kommunikation mit Roberto unser Urlaubserlebnis ab. Alles bestens. Wir würden sofort wiederkommen. Die Wohnung / Umfeld ist für Familien geeignet. Unweit der Wohnung ist ein sehr schöner Spielplatz. Direkt am Haus ist ein relativ Verkehrsberuhigter Platz mit einem Tabakladen, der auch Lebensmittel verkauft. Ein morgendlicher Brötchenkauf dauert so nur 5 Minuten.",55.3%,Negative
198,2017-04-07 00:00:00,de,"Super liebe Gastgeber, klettern gen, perfekt, Ideale Lage, schöner",German,Kathrin,"Noch schöner als beschrieben! Ideale Lage. Super liebe Gastgeber. Wer klettern gen will, wohnt perfekt.",100.0%,Positive
199,2017-03-31 00:00:00,de,"klettern, wandern, Freizeit Aktivitäten, super schnell antwortender Vermieter, fast, Klettersteige, Wassersport, Kaffeemaschine, Ecke guten Espresso, Welt, schönes Apartment, Startpunkt, grünen",German,Timo,"Sehr schönes Apartment, gut gelegen fast direkt im grünen. Guter Startpunkt für jegliche Freizeit Aktivitäten, ob klettern, wandern, Klettersteige oder Wassersport. Sehr netter und super schnell antwortender Vermieter. Uns hat es an nichts gefehlt. Kann man nur empfehlen. Nur die Kaffeemaschine war die langsamste der Welt, gut das es an jeder Ecke guten Espresso gibt.",68.2%,Neutral
200,2017-03-20 00:00:00,en,"apartment, great host, great view, parents, Roberto, previous reviews, photos, time, distance, terrace, problem",English,George,"This apartment was fantastic. Roberto was a great host, lovely and friendly. Nothing was a problem to him. As stated in previous reviews his parents live downstairs who were really nice and asked if we had everything we need but at the same time kept their distance so we were left to our own. The apartment was exactly like the photos and spotlessly clean. The terrace was my favourite part with a great view. Would 100% stay again.",100.0%,Positive
201,2017-03-12 00:00:00,en,"place, magnificent view, tidy, sunny terrace, kitchen, Robertos apartment, communication",English,Marcus,"Robertos apartment was just perfect. The sunny terrace offers a magnificent view, the whole place was super clean & tidy, the kitchen contained everything one could need and the communication was ideal. We would definitely come back!",100.0%,Positive
202,2017-03-08 00:00:00,en,"comfortable appartment, Robertos beautiful appartment, easy communication, good German, amazing view, lot of helpful information, tips, balcony, pleasant stay, days",English,Jana,"We stayed in Robertos beautiful appartment for five days and completely enjoyed it. He warmly welcomed us and gave us a lot of helpful information and tips where to go. All in all, we had a very pleasant stay due to the easy communication (Roberto even speaks good German), the amazing view from the balcony as well as the clean and comfortable appartment.",100.0%,Positive
203,2017-03-03 00:00:00,en,"stunning view, Roberto's place, photos, balcony",English,Jeanmarie,"Roberto's place has a stunning view from the balcony. It's clean, and better than the photos! Roberto is very friendly and helpful - would return!",99.9%,Positive
204,2017-02-26 00:00:00,de,"Wohnung, unseren Aufenthalt, Schwester empfangen, unkomplizierten Aufenthalt, wertvollen Informationen, Riva, Abendstunde, Robertos Unterkunft, Haus, ruhe, Vorstellungen, Grüße",German,Michael,"Robertos Unterkunft ist wirklich sehr schön und übertraf unsere Vorstellungen. Die Wohnung ist sehr modern und mit allem wichtigen ausgestattet was man benötigt. Wir wurden zu später Abendstunde freundlich von seiner Schwester empfangen, welche uns zur verabredeten Zeit vor dem Haus erwartete. Sie nahm sich viel Zeit und zeigte uns in aller ruhe die Wohnung und versorgte uns mit allen wertvollen Informationen für unseren Aufenthalt in Riva. Wir danken Roberto und seiner Schwester für einen entspannten und unkomplizierten Aufenthalt. Viele Grüße und vielleicht bis bald.",61.8%,Neutral
205,2017-02-24 00:00:00,de,neu,German,Valentin,"Alles bestens, alles neu und sehr gut ausgestattet.",100.0%,Positive
206,2017-01-17 00:00:00,en,"Unique view, mountain, lake",English,Evgeni,Unique view to the mountain and lake!!!,50.0%,Negative
207,2017-01-08 00:00:00,it,"gusto, ottime finiture, Appartamento, terrazzo, tramonti",Italian,Edoardo,Tutto perfetto! Appartamento appena ristrutturato con gusto e ottime finiture. Bellissimo il terrazzo da cui ammirare i tramonti!,100.0%,Positive
208,2016-12-11 00:00:00,it,"casa di Roberto, giardino della casa, cucciolo, genitori di Roberto, bella sorpresa, pò esuberante, Spero di tornare presto, adulti, bambina, maniera impeccabile, giorni",Italian,Valentina,"Abbiamo appena soggiornato in casa di Roberto per tre giorni. Eravamo 3 adulti, una bambina e un cucciolo! La casa è deliziosa. Ben arredata, luminosa e pulita. I genitori di Roberto ci hanno accolto in maniera impeccabile e anche lui è stato molto disponibile e carino! Il nostro cucciolo un pò esuberante ha avuto una bella sorpresa nel poter usufruire del giardino della casa... ben curato e molto spazioso!! Assolutamente consigliato!!! Spero di tornare presto!",62.0%,Neutral
209,2016-11-15 00:00:00,en,"Центр города в, Ночью с террасы видна церковь в горах, Нам очень приятно возвращаться в этот дом, beautiful house, Дом находится в тихом месте, Для нас стало традицией в ноябре приезжать в Рива Дель Гарда и останавливаться в этом чудесном доме, Рядом с домом очень удобная парковка, town, mountains, На террасе очень приято завтракать, Сами апартаменты очень комфортные, с террасы открывается потрясающий вид на горы, beautiful views, недалеко небольшая церковь, рядом оливковые рощи, Нас всегда радушно и тепло встречают, наслаждаться открывающимися видами, светлые, наполненные солнцем, которая светиться яркой звездочкой, болтать, Огромная терраса стала безусловным украшением дома, minutes, читать книжки, уютом, center, минутах езды, olive groves, care, Wide terrace, favourite place, cosy, теплом, old church, apatment, terraces, Riva, Parking space, breakfast, attention, Roberto, night, star, tradition, future visit, books, Garda",English,Оксана,"Для нас стало традицией в ноябре приезжать в Рива Дель Гарда и останавливаться в этом чудесном доме. Дом находится в тихом месте, рядом оливковые рощи, недалеко небольшая церковь, с террасы открывается потрясающий вид на горы. Центр города в 5 минутах езды. Рядом с домом очень удобная парковка. Сами апартаменты очень комфортные, светлые, наполненные солнцем, уютом, теплом. Огромная терраса стала безусловным украшением дома. На террасе очень приято завтракать, наслаждаться открывающимися видами, болтать, читать книжки. Ночью с террасы видна церковь в горах, которая светиться яркой звездочкой. Нас всегда радушно и тепло встречают. Нам очень приятно возвращаться в этот дом!!! It has become our tradition to stay at this beautiful house when we arrive in Riva Del Garda. The house is located in quite part of the town near olive groves in 5 minutes from the center of the town by car. Parking space is direct next to the house.Our apatment is very comfotable, bright, stylish, cosy. Wide terrace is our favourite place. We are fond of having breakfast there, chattering, reading books, even just being there. The terraces offer beautiful views of the mountains. At night we can see the old church in the mountains which shines like a star.We always feel care and attention from Roberto. He is very positive and hospitable. And now we are dreaming about our future visit :))))",100.0%,Positive
210,2016-11-06 00:00:00,de,"Wohnung, Öl, willkommen geheißten, Erdgeschoss wohnen, Bettwäsche, Laufe unserers Aufenthalts, verschiedene Gewürze, Handtücher, Küche, Robertos Eltern, Verfügung, Unterkunft, Ausnahmen, perfekt",German,Mario,"Roberto hat uns sehr freundlich begrüßt und alles zur Wohnung erklärt. Die Wohnung war sehr sauber und perfekt gepflegt. In der Küche standen bereits verschiedene Gewürze und Öl bereit und auch Bettwäsche und Handtücher wurden zur Verfügung gestellt. Auch Robertos Eltern, die im Erdgeschoss wohnen, haben uns herzlich willkommen geheißten und waren im Laufe unserers Aufenthalts immer nett und hilfsbereit. Wir können diese Unterkunft also ohne Ausnahmen weiterempfehlen.",64.7%,Neutral
211,2016-10-30 00:00:00,en,"family, living room, garden, beautiful orchidea, delicate scent, delicious treats, Roberto's mother, sweet lady, exquisite fruits, herserlf, appartement, Thanks, hearts, tourists, kind, care",English,Ariel,"Roberto and his family are absolutely great!!! They've been so nice and kind with us!!! They took care of every detail, not only the appartement was spotless and perfectly well equiped but delicious treats were waiting for us, a beautiful orchidea was in the living room and a delicate scent was everywhere. Roberto's mother, who's a nice and sweet lady, that used to talk to us, give us some exquisite fruits of their garden and even some dried by herserlf!. We felt more like a part of the family than just tourists. Thanks from the bottom of our hearts!",100.0%,Positive
212,2016-10-21 00:00:00,en,"good location, Roberto, lovely family, travelers, car, apartment",English,Tal,Roberto and his lovely family welcomed us super nicely and helped us in everything we needed. The apartment is clean and beautiful and in a good location. Just perfect for travelers with car.,99.9%,Positive
213,2016-10-20 00:00:00,en,"Lovely apartment, amazing views, surroundings, Roberto, cool dude, brilliant stay",English,Shaun,"What a brilliant stay! Lovely apartment with amazing views and surroundings. Roberto was more than hospitable, he couldn't do enough to help and is a rather cool dude. Would love to come back here, thumbs up!",100.0%,Positive
214,2016-10-17 00:00:00,de,"Ausstattung, hochfertig, neu, herzlichen Begrüßung, Appartement, super, Ruhe, Gardasee, Beschreibung, Bildern",German,Antje,"Nach einer herzlichen Begrüßung wurde uns das Appartement gezeigt. Es ist wie in der Beschreibung und den Bildern - nur noch besser - Die Ausstattung ist hochfertig, neu und absolut gepflegt. Wir haben uns in dieser Zeit rundum wohl gefühlt und waren super begeistert über die Ruhe am Gardasee. Wir kommen sicher wieder.",69.6%,Neutral
215,2016-10-01 00:00:00,de,"Roberto, Wohnung, Berge, Blick, rießige Balkon, jeglich Fragen, Frühstück, Anregungen, Italien, Familie, super, Sonnenaufgang, Falls, buchen",German,Kevin,"Roberto und seine Familie waren super freundlich. Die Wohnung war sehr sauber und der rießige Balkon mit dem Blick auf die Berge war perfekt für das Frühstück beim Sonnenaufgang. Roberto hat sofort auf jeglich Fragen und Anregungen von uns geantwortet, was uns ziemlich geholfen hat. Falls es uns wieder nach Italien zieht, werden wir die Wohnung nochmals buchen. Alles in allem, perfecto!!",65.6%,Neutral
216,2016-09-29 00:00:00,en,"quiet peaceful location, authentic Italian charm, hustle, Roberto, local tips, area, bustle, town, enjoyable stay, accommodation, dinner",English,Carly,"Roberto was very friendly and welcoming. Gave us lots of local tips for the area. We had a thoroughly enjoyable stay. The accommodation is stunning, in a very quiet peaceful location with authentic Italian charm, away from the hustle And bustle of the town but not too far away to stroll down for dinner etc, would highly recommend!!",99.9%,Positive
217,2016-09-22 00:00:00,en,"beautiful trails, beautiful place, Roberto, good tips, things, lake, area, pictures, location",English,איתן,"a beautiful place, was very clean and prettier than the pictures. the location is perfect, not a far walk from the lake and close to beautiful trails in the area. we got a warm welcome and Roberto gave us good tips about things to do and was very helpful. very recommended! !",100.0%,Positive
218,2016-09-19 00:00:00,en,"scenery, pictures",English,Scott,"Absolutely beautiful. The scenery here is amazing, even better than the pictures.",100.0%,Positive
219,2016-09-17 00:00:00,de,"Robertos Wohnung, Robertos wunderschöner Wohnung, Roberto Schwester, Roberto wohnen, nächsten Gardasee, gelungene Wohnung verlassen, Eltern, Riva del Garda, nächster Gelegenheit, Empfang, arbeiten, Entdeckungstouren, willkommen, Morgens, Terrasse, Urlaubsende",German,Michael,"Unseren vierten Gardasee-Urlaub haben wir in Robertos wunderschöner Wohnung in Riva del Garda verbracht. Wir haben uns hier rundum wohl gefühlt und werden bei nächster Gelegenheit garantiert wieder bei Roberto wohnen. Der Empfang durch Roberto Schwester und seinen Eltern, Roberto musste noch arbeiten, war überaus herzlich. Wir haben uns hier absolut willkommen gefühlt. Morgens haben wir es genossen, auf der großen Terrasse ausgiebig zu frühstücken, bevor wir auf unsere ""Entdeckungstouren"" am Gardasee gegangen sind. Leider kam unser Urlaubsende viel zu schnell und wir waren traurig, Robertos rundum gelungene Wohnung verlassen zu müssen. Wir freuen uns schon auf unseren nächsten Gardasee-Urlaub - hoffentlich wieder in Robertos Wohnung.",59.5%,Negative
220,2016-09-09 00:00:00,de,"Unterkunft, Roberto, Eltern, gelungener Urlaub",German,Josefine,"Es war ein rundum gelungener Urlaub. Die Unterkunft, sowie Roberto und dessen Eltern waren toll. Es gibt nichts zu meckern - gern wieder. :)",93.5%,Positive
221,2016-08-31 00:00:00,en,"small things, small playground, nice viewe, trampoline, yard, water, bread, beach, Riva center, Roberto, parents, stairs, information, arrival, kids, modern place, terrace, ned, time",English,Stian,"Nice, modern place aproximately 15 min walk to the beach and 25 min to Riva center. Roberto and his parents live down stairs. They where warm and welcoming. The kids was able to use the trampoline in the back yard and there was a small playground 150m away. The information before our arrival was good. It's a 50m to buy water, bread and other small things. Else you ned to drive 5min to Coop. We will miss the nice viewe from the terrace. We will stay here again next time.",99.9%,Positive
222,2016-08-26 00:00:00,en,"drinking coffee, great terrace, apartment, lake, minute drive, mountain scenery, opportunity, northern Italy, small grocery, street, check, Roberto, kind",English,Wesley,"Roberto was very accommodating! We arrived later than expected and he was kind enough to meet us and help with check in. The apartment has a great terrace for drinking coffee and enjoying the mountain scenery. It's very open, minimal, and clean! We had everything we needed and there was a small grocery down the street. You are just a quick 3 minute drive to the lake. We would definitely stay again if we have the opportunity to travel back to northern Italy!",99.9%,Positive
223,2016-08-24 00:00:00,de,"täglichen Augen, wunderschön angelegte Garten, zuvorkommender Gastgeber, Wohnung, hell, modern, Balkon, absolute Hit, Roberto, Tellerschmaus, Wünsche, Anfragen, Eltern, helfen, Wohlfühlpaket, schnüren",German,Gundi,"Roberto ist ein überaus freundlicher, unkomplizierter und zuvorkommender Gastgeber! Jegliche Wünsche und Anfragen wurden umgehend und umfassend beantwortet und erfüllt, auch seine Eltern sind sehr herzlich und helfen ebenfalls mit, dieses ""Rundum-Wohlfühlpaket"" zu ""schnüren"". Die Wohnung ist hell, gemütlich und modern/zweckmäßig eingerichtet, aber natürlich ist der große Balkon der absolute Hit! Der wunderschön angelegte Garten bot uns täglichen Augen- und so manchen Tellerschmaus! Wir werden definitiv nächstes Jahr wieder hierher kommen!",63.3%,Neutral
224,2016-08-13 00:00:00,de,"Lage der Wohnung, Eltern, nette Familie, Roberto, Ausstattung, Haus",German,Martin,"Sehr nette Familie - Roberto und seine Eltern, die auch im Haus wohnen. Alles war perfekt, die Wohnung, die Lage der Wohnung, die Ausstattung. Alles gut, gerne wieder.",87.0%,Positive
225,2016-08-06 00:00:00,en,"vegetable garden, good restaurant, large terrace, trampoline, possibility, mother, fact, sister, appartement, touristic area, Roberto, Colombera, kids, welcome, district, beach, place",English,Jean-Louis,"The welcome by Roberto (and also his mother and sister) was very warm, personal and friendly. We loved the district (a bit outside the touristic area) and the possibility to walk to the beach (20 min) and a very good restaurant, la Colombera (5 min). I can recommend this place to everyone. Also good with kids because due to the fact that the appartement has a large terrace and a garden with a trampoline and vegetable garden.",99.5%,Positive
226,2016-08-02 00:00:00,en,"lot, father, keys en, good German, apartment, Roberto",English,Hans,"We did not met Roberto, but his father gave us the keys en showed us the apartment. He was very kind and knew a lot, het spoke good German.",99.3%,Positive
227,2016-07-30 00:00:00,en,"reservation, days, host, arrival, automated posting",English,Bertrand,The host canceled this reservation 7 days before arrival. This is an automated posting.,50.0%,Negative
228,2016-07-12 00:00:00,en,"beautiful place recommendable, family, great view, pictures roberto, terrace, Radek",English,Radek,"everything was exactly like the pictures roberto and his family are very helpful, beautiful place recommendable with a great view from the terrace. Radek",99.7%,Positive
229,2016-07-09 00:00:00,en,"minute walk, apartment, Roberto, stay, great location, lake, nearest supermarket, fantastic host, queries, terrace, view, info",English,Mari-Anne,"Roberto was a fantastic host, he replied to any queries prior to the stay quickly, and gave plenty of info. The apartment was perfect. It was very clean and had everything we needed. When we arrived Roberto showed us around and talked us through where everything was. The terrace is amazing! The view is incredible. The apartment is in a great location, approximately 25 minute walk to the lake front and 10 minute walk to the nearest supermarket. We really enjoyed our stay here and definitely would return!",100.0%,Positive
230,2016-07-02 00:00:00,en,"cracking view, surrounding mountains, welcoming host, apartment, Roberto, balcony, photos - lovely, lake",English,Sophie,"Roberto was an extremely helpful and welcoming host. The apartment was clean, spacious and exactly how it looks in the photos - lovely! We especially enjoyed the balcony which had a cracking view of the surrounding mountains and out to be the lake. 10/10 would recommend and will return if we can!",100.0%,Positive
231,2016-06-30 00:00:00,en,"wonderful experience, comfy beds wonderful shower, fabulous experience, incredible terrace, beautiful apartment, Roberts parents, greeting, brilliant helpful host, cool breeze, mountains, joy, sky, Airbnb",English,Brigid,"What a fabulous experience we had. Everything about this Airbnb is wonderful, from the greeting we got from Roberts parents, the beautiful apartment with everything g you could need, comfy beds wonderful shower to the incredible terrace. Such a joy to sit with a cool breeze watching the mountains and the sky. A most wonderful experience with a brilliant helpful host. We will returns from highly recommend it!",100.0%,Positive
232,2016-06-14 00:00:00,de,"Satz, tollen Aufenthalt, Roberto's Wohnung, Terrasse, Gast, Freunden, hervorragenden Zustand, Interieur, klasse, Empfang",German,Simone,"Wir hatten einen tollen Aufenthalt in Roberto's Wohnung. Der Empfang war sehr herzlich und der Satz ""Zu Gast bei Freunden"" trifft es hier auf den Punkt. Alles gepflegt und in einem hervorragenden Zustand. Das Interieur und auch die Terrasse ist einfach klasse. Jederzeit wieder!",72.2%,Neutral
233,2016-06-10 00:00:00,en,"Roberto's dad, lock broke, bikes, amazing view, balancony, garden, parents, great care, city center, shared lemons, questions, rooms, Riva",English,Moritz,"We did not meet Roberto himself but his parents took great care of us. They were very kind and showed us around when we arrived- they even shared lemons from their garden with us ;) Roberto called to make sure everything was alright and was happy to answer questions. The rooms were perfect- perfectly equipped, very clean and bright. We had an amazing view from the balancony (huge one). We are also able to use their bikes to ride to the city center. Unfortunately the lock broke and Roberto's dad was so kind as to immediately buy a new one. If we are in Riva again, we would defenetly stay at Roberto's again!!!",100.0%,Positive
234,2016-06-07 00:00:00,en,"beautiful place, beautiful family, Lake Garda, great mountain view, good work Roberto, spacious balcony, regards, equipped apartment, breakfasts, dinner, magical places, friendly host, earth, stay, arrival",English,Claudio,"We have stayed at this beautiful place from 5 - 7th June. Roberto was a great and very friendly host and he assisted us all through of our stay and made sure that everything was ok. Upon our arrival we are immediately welcomed to this amazing, modern, clean and fully equipped apartment. This place is really cosy. We really loved having our breakfasts and dinner in the spacious balcony facing some great mountain view. Lake Garda and Riva del Garda are simply magical places. I would recommend anyone to visit this beautiful place on earth. Keep up the good work Roberto and send regards to you beautiful family !",100.0%,Positive
235,2016-06-05 00:00:00,de,"Roberto, Wohnung, näheren Umgebung, schöne Lokale, Garda fahren, Lago, Terrasse, Mutter, Vater, Laden, Frühstück, Klaus, Karin, super, Beschreibung, Trattoria",German,Klaus,"Roberto, Mutter und Vater haben uns sehr freundlich empfangen. Roberto hat uns dann die Wohnung gezeigt und alles erklärt. Es war alles genauso wie in der Beschreibung. Die Wohnung war sehr sauber und die Terrasse einfach super. Der kleine Laden hat alles was wir zum Frühstück benötigt haben. Leider war die Trattoria geschlossen, aber es gibt in der näheren Umgebung noch 2 schöne Lokale. Wenn wir wieder zum Lago di Garda fahren, dann bei Roberto wieder wohnen. Vielen Dank Klaus e Karin",62.2%,Neutral
236,2016-05-30 00:00:00,en,"stay, assistance, Riva, emails, help, Garda, Roberto, brilliant host, unit, needs",English,Anamaria,Roberto was a brilliant host. Immediately responsive to all emails and full of help and assistance to make our stay in Riva del Garda most enjoyable - couldn't ask for more - the unit was spot on for our needs. 10 out of 10 from us! Grazie Mille,99.9%,Positive
237,2016-05-20 00:00:00,de,"Roberto, super Gastgeber, neu renoviertes Appartement, Kindern, Babybett, Familie, Fragen, stuhl, Minuten, Hafen, Tipps, deutsch, Lage",German,Eva,"Sehr schönes und neu renoviertes Appartement mit allem was man braucht! Auch super mit Kindern: Babybett und -stuhl wird gestellt! Alles sehr sauber! Roberto und seine Familie sind super Gastgeber, haben uns bei allen Fragen schnell geholfen und gute Tipps gegeben! Roberto spricht auch sehr gut deutsch! Die Lage ist etwas außerhalb, sehr ruhig, trotzdem ist man in 20 Minuten zu Fuß am Hafen. Wir kommen sicher wieder! Haben uns sehr wohl gefühlt!",62.5%,Neutral
238,2016-05-17 00:00:00,en,"Roberto, mins, area, amenities, family, Apartment amazing, Riva central, hand, stay",English,Graham,"Our stay was brilliant! Apartment amazing, full equipped, very clean. Close to all amenities, lovely quite area, 15 mins walk to Riva central. Roberto and family made us very welcome, Roberto always on hand if needed. Would definitely recommend.",99.8%,Positive
239,2016-05-08 00:00:00,it,"appartamento, posizione tranquilla",Italian,Luca,Ottimo appartamento in posizione tranquilla,100.0%,Positive
240,2016-05-04 00:00:00,de,"Nähe des Stadtzentrums, großzügige Unterkunft, riva del garda, modern renovierte, Minuten, Kaffee, Milch, Roberto, Familie, super, Ankunft, Kuchen, Fahrrad, Riesiger Balkon",German,Helena,"Tolle, modern renovierte und großzügige Unterkunft in der Nähe des Stadtzentrums von riva del garda (5 Minuten mit dem Fahrrad). Riesiger Balkon zum Frühstücken! Bei der Ankunft standen bereits Kaffee, Milch und ein Kuchen zum Frühstücken da. Roberto und seine Familie ist wirklich super, sehr engagiert und hilfsbereit was die Freizeitplanung betrifft. Toller Aufenthalt. Immer wieder gerne.",67.2%,Neutral
241,2016-05-02 00:00:00,en,"Robertos appartement, calm, Good - better, BEST, time, Riva",English,Kerstin,"Good - better - BEST! It was awesome to stay at Robertos appartement. The appartement was perfect, beautiful and calm. Roberto was super friendly and helpful. I will return to his appartement when I'm the next time at Riva!",100.0%,Positive
242,2016-04-24 00:00:00,de,"Wohnung, Roberto, freundlichen Empfang, Empfehlung, frisches Brot kaufen, Resturants, Danke, Agnes, Geschäft, errreichen, ausreichende Küchenutensilien, Karlfried",German,Agnes,"Wir haben uns in der Wohnung von Roberto sehr wohl gefühlt. Die Wohnung ist sehr schön eingerichtet, hat alles man man braucht. Es ist sehr ruhig. Ein kleines Geschäft in 2 min zu errreichen, so kann man immer morgens frisches Brot kaufen. Sehr gute und ausreichende Küchenutensilien. Die Wohnung ist sehr hell und wirkt einfach sehr freundlich. Danke auch an Roberto für den freundlichen Empfang und die gute Empfehlung der Resturants. Wir würden jederzeit wieder kommen. Agnes und Karlfried",62.7%,Neutral
243,2016-04-10 00:00:00,de,"exquisit eingerichtete Wohnung, riesiger Terrasse, Kaffee, Frühstückszutaten, frische Blumen standen, neu, späterer checkout, Problem, schönen Urlaub, Perfekte Gastgeber",German,Brigitte,"Wunderschön neu und sehr exquisit eingerichtete Wohnung, mit riesiger Terrasse, herrlichem Ausblick und allem was man für einen schönen Urlaub braucht. Sehr ruhig und dennoch zentral gelegen. Perfekte Gastgeber, sehr herzlich, entgegenkommend, hilfsbereit!!! Selbst Kaffee, Frühstückszutaten und frische Blumen standen bereit. Auch ein späterer checkout war überhaupt kein Problem Wir waren begeistert und können hoffentlich bald wieder kommen!",66.1%,Neutral
244,2016-04-08 00:00:00,de,"Stellplatz, sicherer Pkw, Eltern sprechen deutsch, Grundstück, Ruhige Lagem, modern, Roberto, ausgesrpochen, hell, schön",German,Gerhard,"Das Appartment ist wie beschrieben modern, sauber, hell, schön eingerichtet. Roberto und seine Eltern sprechen deutsch und sind ausgesrpochen nett. Ruhige Lagem, sicherer Pkw-Stellplatz auf dem Grundstück vorhanden, MTB können ebenfalls sehr sicher in der Keller. Uns hat es sehr gut gefallen.",73.8%,Neutral
245,2016-04-02 00:00:00,en,"Roberto, Riva, Garda, nice Time, pictures, Family, Perfect hosts, good Restaurant, Thanks, lot",English,Bastian,Roberto and his Family are the Perfect hosts. We had very nice Time in Riva Del Garda and Roberto helped us also To find some good Restaurant. The Apartment Looks exactly like on the pictures and it was modern and Clean. Thanks a lot!!!,100.0%,Positive
246,2016-03-29 00:00:00,de,"Blick, umliegenden Berge, Appartment, modern, Vermieter",German,Julia,"Das Appartment ist sehr schön gelegen mit Blick auf die umliegenden Berge. Es ist sehr sauber, modern und bestens sowie geschmackvoll ausgestattet. Die Vermieter sind sehr nett und hilfsbereit. Wir hatten tolle Tage und werden bestimmt wiederkommen!",76.3%,Neutral
